Resuming checkpoint: D:\AI\projects\e-phishGen\calculation\HWT-MGT\results\combined_calculation_metrics.partial.json
dna 903/2352 COMBINED_0903
dna 904/2352 COMBINED_0904
dna 905/2352 COMBINED_0905
dna 906/2352 COMBINED_0906
dna 907/2352 COMBINED_0907
dna 908/2352 COMBINED_0908
dna 909/2352 COMBINED_0909
dna 910/2352 COMBINED_0910
dna 911/2352 COMBINED_0911
dna 912/2352 COMBINED_0912
dna 913/2352 COMBINED_0913
dna 914/2352 COMBINED_0914
dna 915/2352 COMBINED_0915
dna 916/2352 COMBINED_0916
dna 917/2352 COMBINED_0917
dna 918/2352 COMBINED_0918
dna 919/2352 COMBINED_0919
dna 920/2352 COMBINED_0920
dna 921/2352 COMBINED_0921
dna 922/2352 COMBINED_0922
dna 923/2352 COMBINED_0923
dna 924/2352 COMBINED_0924
dna 925/2352 COMBINED_0925
dna 926/2352 COMBINED_0926
dna 927/2352 COMBINED_0927
dna 928/2352 COMBINED_0928
dna 929/2352 COMBINED_0929
dna 930/2352 COMBINED_0930
dna 931/2352 COMBINED_0931
dna 932/2352 COMBINED_0932
dna 933/2352 COMBINED_0933
dna 934/2352 COMBINED_0934
dna 935/2352 COMBINED_0935
dna 936/2352 COMBINED_0936
dna 937/2352 COMBINED_0937
dna 938/2352 COMBINED_0938
dna 939/2352 COMBINED_0939
dna 940/2352 COMBINED_0940
dna 941/2352 COMBINED_0941
dna 942/2352 COMBINED_0942
dna 943/2352 COMBINED_0943
dna 944/2352 COMBINED_0944
dna 945/2352 COMBINED_0945
dna 946/2352 COMBINED_0946
dna 947/2352 COMBINED_0947
dna 948/2352 COMBINED_0948
dna 949/2352 COMBINED_0949
dna 950/2352 COMBINED_0950
dna 951/2352 COMBINED_0951
dna 952/2352 COMBINED_0952
dna 953/2352 COMBINED_0953
dna 954/2352 COMBINED_0954
dna 955/2352 COMBINED_0955
dna 956/2352 COMBINED_0956
dna 957/2352 COMBINED_0957
dna 958/2352 COMBINED_0958
dna 959/2352 COMBINED_0959
dna 960/2352 COMBINED_0960
dna 961/2352 COMBINED_0961
dna 962/2352 COMBINED_0962
dna 963/2352 COMBINED_0963
dna 964/2352 COMBINED_0964
dna 965/2352 COMBINED_0965
dna 966/2352 COMBINED_0966
dna 967/2352 COMBINED_0967
dna 968/2352 COMBINED_0968
dna 969/2352 COMBINED_0969
dna 970/2352 COMBINED_0970
dna 971/2352 COMBINED_0971
dna 972/2352 COMBINED_0972
dna 973/2352 COMBINED_0973
dna 974/2352 COMBINED_0974
dna 975/2352 COMBINED_0975
dna 976/2352 COMBINED_0976
dna 977/2352 COMBINED_0977
dna 978/2352 COMBINED_0978
dna 979/2352 COMBINED_0979
dna 980/2352 COMBINED_0980
dna 981/2352 COMBINED_0981
dna 982/2352 COMBINED_0982
dna 983/2352 COMBINED_0983
dna 984/2352 COMBINED_0984
dna 985/2352 COMBINED_0985
dna 986/2352 COMBINED_0986
dna 987/2352 COMBINED_0987
dna 988/2352 COMBINED_0988
dna 989/2352 COMBINED_0989
dna 990/2352 COMBINED_0990
dna 991/2352 COMBINED_0991
dna 992/2352 COMBINED_0992
dna 993/2352 COMBINED_0993
dna 994/2352 COMBINED_0994
dna 995/2352 COMBINED_0995
dna 996/2352 COMBINED_0996
dna 997/2352 COMBINED_0997
dna 998/2352 COMBINED_0998
dna 999/2352 COMBINED_0999
dna 1000/2352 COMBINED_1000
dna 1001/2352 COMBINED_1001
dna 1002/2352 COMBINED_1002
dna 1003/2352 COMBINED_1003
dna 1004/2352 COMBINED_1004
dna 1005/2352 COMBINED_1005
dna 1006/2352 COMBINED_1006
dna 1007/2352 COMBINED_1007
dna 1008/2352 COMBINED_1008
dna 1009/2352 COMBINED_1009
dna 1010/2352 COMBINED_1010
dna 1011/2352 COMBINED_1011
dna 1012/2352 COMBINED_1012
dna 1013/2352 COMBINED_1013
dna 1014/2352 COMBINED_1014
dna 1015/2352 COMBINED_1015
dna 1016/2352 COMBINED_1016
dna 1017/2352 COMBINED_1017
dna 1018/2352 COMBINED_1018
dna 1019/2352 COMBINED_1019
dna 1020/2352 COMBINED_1020
dna 1021/2352 COMBINED_1021
dna 1022/2352 COMBINED_1022
dna 1023/2352 COMBINED_1023
dna 1024/2352 COMBINED_1024
dna 1025/2352 COMBINED_1025
dna 1026/2352 COMBINED_1026
dna 1027/2352 COMBINED_1027
dna 1028/2352 COMBINED_1028
dna 1029/2352 COMBINED_1029
dna 1030/2352 COMBINED_1030
dna 1031/2352 COMBINED_1031
dna 1032/2352 COMBINED_1032
dna 1033/2352 COMBINED_1033
dna 1034/2352 COMBINED_1034
dna 1035/2352 COMBINED_1035
dna 1036/2352 COMBINED_1036
dna 1037/2352 COMBINED_1037
dna 1038/2352 COMBINED_1038
dna 1039/2352 COMBINED_1039
dna 1040/2352 COMBINED_1040
dna 1041/2352 COMBINED_1041
dna 1042/2352 COMBINED_1042
dna 1043/2352 COMBINED_1043
dna 1044/2352 COMBINED_1044
dna 1045/2352 COMBINED_1045
dna 1046/2352 COMBINED_1046
dna 1047/2352 COMBINED_1047
dna 1048/2352 COMBINED_1048
dna 1049/2352 COMBINED_1049
dna 1050/2352 COMBINED_1050
dna 1051/2352 COMBINED_1051
dna 1052/2352 COMBINED_1052
dna 1053/2352 COMBINED_1053
dna 1054/2352 COMBINED_1054
dna 1055/2352 COMBINED_1055
dna 1056/2352 COMBINED_1056
dna 1057/2352 COMBINED_1057
dna 1058/2352 COMBINED_1058
dna 1059/2352 COMBINED_1059
dna 1060/2352 COMBINED_1060
dna 1061/2352 COMBINED_1061
dna 1062/2352 COMBINED_1062
dna 1063/2352 COMBINED_1063
dna 1064/2352 COMBINED_1064
dna 1065/2352 COMBINED_1065
dna 1066/2352 COMBINED_1066
dna 1067/2352 COMBINED_1067
dna 1068/2352 COMBINED_1068
dna 1069/2352 COMBINED_1069
dna 1070/2352 COMBINED_1070
dna 1071/2352 COMBINED_1071
dna 1072/2352 COMBINED_1072
dna 1073/2352 COMBINED_1073
dna 1074/2352 COMBINED_1074
dna 1075/2352 COMBINED_1075
dna 1076/2352 COMBINED_1076
dna 1077/2352 COMBINED_1077
dna 1078/2352 COMBINED_1078
dna 1079/2352 COMBINED_1079
dna 1080/2352 COMBINED_1080
dna 1081/2352 COMBINED_1081
dna 1082/2352 COMBINED_1082
dna 1083/2352 COMBINED_1083
dna 1084/2352 COMBINED_1084
dna 1085/2352 COMBINED_1085
dna 1086/2352 COMBINED_1086
dna 1087/2352 COMBINED_1087
dna 1088/2352 COMBINED_1088
dna 1089/2352 COMBINED_1089
dna 1090/2352 COMBINED_1090
dna 1091/2352 COMBINED_1091
dna 1092/2352 COMBINED_1092
dna 1093/2352 COMBINED_1093
dna 1094/2352 COMBINED_1094
dna 1095/2352 COMBINED_1095
dna 1096/2352 COMBINED_1096
dna 1097/2352 COMBINED_1097
dna 1098/2352 COMBINED_1098
dna 1099/2352 COMBINED_1099
dna 1100/2352 COMBINED_1100
dna 1101/2352 COMBINED_1101
dna 1102/2352 COMBINED_1102
dna 1103/2352 COMBINED_1103
dna 1104/2352 COMBINED_1104
dna 1105/2352 COMBINED_1105
dna 1106/2352 COMBINED_1106
dna 1107/2352 COMBINED_1107
dna 1108/2352 COMBINED_1108
dna 1109/2352 COMBINED_1109
dna 1110/2352 COMBINED_1110
dna 1111/2352 COMBINED_1111
dna 1112/2352 COMBINED_1112
dna 1113/2352 COMBINED_1113
dna 1114/2352 COMBINED_1114
dna 1115/2352 COMBINED_1115
dna 1116/2352 COMBINED_1116
dna 1117/2352 COMBINED_1117
dna 1118/2352 COMBINED_1118
dna 1119/2352 COMBINED_1119
dna 1120/2352 COMBINED_1120
dna 1121/2352 COMBINED_1121
dna 1122/2352 COMBINED_1122
dna 1123/2352 COMBINED_1123
dna 1124/2352 COMBINED_1124
dna 1125/2352 COMBINED_1125
dna 1126/2352 COMBINED_1126
dna 1127/2352 COMBINED_1127
dna 1128/2352 COMBINED_1128
dna 1129/2352 COMBINED_1129
dna 1130/2352 COMBINED_1130
dna 1131/2352 COMBINED_1131
dna 1132/2352 COMBINED_1132
dna 1133/2352 COMBINED_1133
dna 1134/2352 COMBINED_1134
dna 1135/2352 COMBINED_1135
dna 1136/2352 COMBINED_1136
dna 1137/2352 COMBINED_1137
dna 1138/2352 COMBINED_1138
dna 1139/2352 COMBINED_1139
dna 1140/2352 COMBINED_1140
dna 1141/2352 COMBINED_1141
dna 1142/2352 COMBINED_1142
dna 1143/2352 COMBINED_1143
dna 1144/2352 COMBINED_1144
dna 1145/2352 COMBINED_1145
dna 1146/2352 COMBINED_1146
dna 1147/2352 COMBINED_1147
dna 1148/2352 COMBINED_1148
dna 1149/2352 COMBINED_1149
dna 1150/2352 COMBINED_1150
dna 1151/2352 COMBINED_1151
dna 1152/2352 COMBINED_1152
dna 1153/2352 COMBINED_1153
dna 1154/2352 COMBINED_1154
dna 1155/2352 COMBINED_1155
dna 1156/2352 COMBINED_1156
dna 1157/2352 COMBINED_1157
dna 1158/2352 COMBINED_1158
dna 1159/2352 COMBINED_1159
dna 1160/2352 COMBINED_1160
dna 1161/2352 COMBINED_1161
dna 1162/2352 COMBINED_1162
dna 1163/2352 COMBINED_1163
dna 1164/2352 COMBINED_1164
dna 1165/2352 COMBINED_1165
dna 1166/2352 COMBINED_1166
dna 1167/2352 COMBINED_1167
dna 1168/2352 COMBINED_1168
dna 1169/2352 COMBINED_1169
dna 1170/2352 COMBINED_1170
dna 1171/2352 COMBINED_1171
dna 1172/2352 COMBINED_1172
dna 1173/2352 COMBINED_1173
dna 1174/2352 COMBINED_1174
dna 1175/2352 COMBINED_1175
dna 1176/2352 COMBINED_1176
dna 1177/2352 COMBINED_1177
dna 1178/2352 COMBINED_1178
dna 1179/2352 COMBINED_1179
dna 1180/2352 COMBINED_1180
dna 1181/2352 COMBINED_1181
dna 1182/2352 COMBINED_1182
dna 1183/2352 COMBINED_1183
dna 1184/2352 COMBINED_1184
dna 1185/2352 COMBINED_1185
dna 1186/2352 COMBINED_1186
dna 1187/2352 COMBINED_1187
dna 1188/2352 COMBINED_1188
dna 1189/2352 COMBINED_1189
dna 1190/2352 COMBINED_1190
dna 1191/2352 COMBINED_1191
dna 1192/2352 COMBINED_1192
dna 1193/2352 COMBINED_1193
dna 1194/2352 COMBINED_1194
dna 1195/2352 COMBINED_1195
dna 1196/2352 COMBINED_1196
dna 1197/2352 COMBINED_1197
dna 1198/2352 COMBINED_1198
dna 1199/2352 COMBINED_1199
dna 1200/2352 COMBINED_1200
dna 1201/2352 COMBINED_1201
dna 1202/2352 COMBINED_1202
dna 1203/2352 COMBINED_1203
dna 1204/2352 COMBINED_1204
dna 1205/2352 COMBINED_1205
dna 1206/2352 COMBINED_1206
dna 1207/2352 COMBINED_1207
dna 1208/2352 COMBINED_1208
dna 1209/2352 COMBINED_1209
dna 1210/2352 COMBINED_1210
dna 1211/2352 COMBINED_1211
dna 1212/2352 COMBINED_1212
dna 1213/2352 COMBINED_1213
dna 1214/2352 COMBINED_1214
dna 1215/2352 COMBINED_1215
dna 1216/2352 COMBINED_1216
dna 1217/2352 COMBINED_1217
dna 1218/2352 COMBINED_1218
dna 1219/2352 COMBINED_1219
dna 1220/2352 COMBINED_1220
dna 1221/2352 COMBINED_1221
dna 1222/2352 COMBINED_1222
dna 1223/2352 COMBINED_1223
dna 1224/2352 COMBINED_1224
dna 1225/2352 COMBINED_1225
dna 1226/2352 COMBINED_1226
dna 1227/2352 COMBINED_1227
dna 1228/2352 COMBINED_1228
dna 1229/2352 COMBINED_1229
dna 1230/2352 COMBINED_1230
dna 1231/2352 COMBINED_1231
dna 1232/2352 COMBINED_1232
dna 1233/2352 COMBINED_1233
dna 1234/2352 COMBINED_1234
dna 1235/2352 COMBINED_1235
dna 1236/2352 COMBINED_1236
dna 1237/2352 COMBINED_1237
dna 1238/2352 COMBINED_1238
dna 1239/2352 COMBINED_1239
dna 1240/2352 COMBINED_1240
dna 1241/2352 COMBINED_1241
dna 1242/2352 COMBINED_1242
dna 1243/2352 COMBINED_1243
dna 1244/2352 COMBINED_1244
dna 1245/2352 COMBINED_1245
dna 1246/2352 COMBINED_1246
dna 1247/2352 COMBINED_1247
dna 1248/2352 COMBINED_1248
dna 1249/2352 COMBINED_1249
dna 1250/2352 COMBINED_1250
dna 1251/2352 COMBINED_1251
dna 1252/2352 COMBINED_1252
dna 1253/2352 COMBINED_1253
dna 1254/2352 COMBINED_1254
dna 1255/2352 COMBINED_1255
dna 1256/2352 COMBINED_1256
dna 1257/2352 COMBINED_1257
dna 1258/2352 COMBINED_1258
dna 1259/2352 COMBINED_1259
dna 1260/2352 COMBINED_1260
dna 1261/2352 COMBINED_1261
dna 1262/2352 COMBINED_1262
dna 1263/2352 COMBINED_1263
dna 1264/2352 COMBINED_1264
dna 1265/2352 COMBINED_1265
dna 1266/2352 COMBINED_1266
dna 1267/2352 COMBINED_1267
dna 1268/2352 COMBINED_1268
dna 1269/2352 COMBINED_1269
dna 1270/2352 COMBINED_1270
dna 1271/2352 COMBINED_1271
dna 1272/2352 COMBINED_1272
dna 1273/2352 COMBINED_1273
dna 1274/2352 COMBINED_1274
dna 1275/2352 COMBINED_1275
dna 1276/2352 COMBINED_1276
dna 1277/2352 COMBINED_1277
dna 1278/2352 COMBINED_1278
dna 1279/2352 COMBINED_1279
dna 1280/2352 COMBINED_1280
dna 1281/2352 COMBINED_1281
dna 1282/2352 COMBINED_1282
dna 1283/2352 COMBINED_1283
dna 1284/2352 COMBINED_1284
dna 1285/2352 COMBINED_1285
dna 1286/2352 COMBINED_1286
dna 1287/2352 COMBINED_1287
dna 1288/2352 COMBINED_1288
dna 1289/2352 COMBINED_1289
dna 1290/2352 COMBINED_1290
dna 1291/2352 COMBINED_1291
dna 1292/2352 COMBINED_1292
dna 1293/2352 COMBINED_1293
dna 1294/2352 COMBINED_1294
dna 1295/2352 COMBINED_1295
dna 1296/2352 COMBINED_1296
dna 1297/2352 COMBINED_1297
dna 1298/2352 COMBINED_1298
dna 1299/2352 COMBINED_1299
dna 1300/2352 COMBINED_1300
dna 1301/2352 COMBINED_1301
dna 1302/2352 COMBINED_1302
dna 1303/2352 COMBINED_1303
dna 1304/2352 COMBINED_1304
dna 1305/2352 COMBINED_1305
dna 1306/2352 COMBINED_1306
dna 1307/2352 COMBINED_1307
dna 1308/2352 COMBINED_1308
dna 1309/2352 COMBINED_1309
dna 1310/2352 COMBINED_1310
dna 1311/2352 COMBINED_1311
dna 1312/2352 COMBINED_1312
dna 1313/2352 COMBINED_1313
dna 1314/2352 COMBINED_1314
dna 1315/2352 COMBINED_1315
dna 1316/2352 COMBINED_1316
dna 1317/2352 COMBINED_1317
dna 1318/2352 COMBINED_1318
dna 1319/2352 COMBINED_1319
dna 1320/2352 COMBINED_1320
dna 1321/2352 COMBINED_1321
dna 1322/2352 COMBINED_1322
dna 1323/2352 COMBINED_1323
dna 1324/2352 COMBINED_1324
dna 1325/2352 COMBINED_1325
dna 1326/2352 COMBINED_1326
dna 1327/2352 COMBINED_1327
dna 1328/2352 COMBINED_1328
dna 1329/2352 COMBINED_1329
dna 1330/2352 COMBINED_1330
dna 1331/2352 COMBINED_1331
dna 1332/2352 COMBINED_1332
dna 1333/2352 COMBINED_1333
dna 1334/2352 COMBINED_1334
dna 1335/2352 COMBINED_1335
dna 1336/2352 COMBINED_1336
dna 1337/2352 COMBINED_1337
dna 1338/2352 COMBINED_1338
dna 1339/2352 COMBINED_1339
dna 1340/2352 COMBINED_1340
dna 1341/2352 COMBINED_1341
dna 1342/2352 COMBINED_1342
dna 1343/2352 COMBINED_1343
dna 1344/2352 COMBINED_1344
dna 1345/2352 COMBINED_1345
dna 1346/2352 COMBINED_1346
dna 1347/2352 COMBINED_1347
dna 1348/2352 COMBINED_1348
dna 1349/2352 COMBINED_1349
dna 1350/2352 COMBINED_1350
dna 1351/2352 COMBINED_1351
dna 1352/2352 COMBINED_1352
dna 1353/2352 COMBINED_1353
dna 1354/2352 COMBINED_1354
dna 1355/2352 COMBINED_1355
dna 1356/2352 COMBINED_1356
dna 1357/2352 COMBINED_1357
dna 1358/2352 COMBINED_1358
dna 1359/2352 COMBINED_1359
dna 1360/2352 COMBINED_1360
dna 1361/2352 COMBINED_1361
dna 1362/2352 COMBINED_1362
dna 1363/2352 COMBINED_1363
dna 1364/2352 COMBINED_1364
dna 1365/2352 COMBINED_1365
dna 1366/2352 COMBINED_1366
dna 1367/2352 COMBINED_1367
dna 1368/2352 COMBINED_1368
dna 1369/2352 COMBINED_1369
dna 1370/2352 COMBINED_1370
dna 1371/2352 COMBINED_1371
dna 1372/2352 COMBINED_1372
dna 1373/2352 COMBINED_1373
dna 1374/2352 COMBINED_1374
dna 1375/2352 COMBINED_1375
dna 1376/2352 COMBINED_1376
dna 1377/2352 COMBINED_1377
dna 1378/2352 COMBINED_1378
dna 1379/2352 COMBINED_1379
dna 1380/2352 COMBINED_1380
dna 1381/2352 COMBINED_1381
dna 1382/2352 COMBINED_1382
dna 1383/2352 COMBINED_1383
dna 1384/2352 COMBINED_1384
dna 1385/2352 COMBINED_1385
dna 1386/2352 COMBINED_1386
dna 1387/2352 COMBINED_1387
dna 1388/2352 COMBINED_1388
dna 1389/2352 COMBINED_1389
dna 1390/2352 COMBINED_1390
dna 1391/2352 COMBINED_1391
dna 1392/2352 COMBINED_1392
dna 1393/2352 COMBINED_1393
dna 1394/2352 COMBINED_1394
dna 1395/2352 COMBINED_1395
dna 1396/2352 COMBINED_1396
dna 1397/2352 COMBINED_1397
dna 1398/2352 COMBINED_1398
dna 1399/2352 COMBINED_1399
dna 1400/2352 COMBINED_1400
dna 1401/2352 COMBINED_1401
dna 1402/2352 COMBINED_1402
dna 1403/2352 COMBINED_1403
dna 1404/2352 COMBINED_1404
dna 1405/2352 COMBINED_1405
dna 1406/2352 COMBINED_1406
dna 1407/2352 COMBINED_1407
dna 1408/2352 COMBINED_1408
dna 1409/2352 COMBINED_1409
dna 1410/2352 COMBINED_1410
dna 1411/2352 COMBINED_1411
dna 1412/2352 COMBINED_1412
dna 1413/2352 COMBINED_1413
dna 1414/2352 COMBINED_1414
dna 1415/2352 COMBINED_1415
dna 1416/2352 COMBINED_1416
dna 1417/2352 COMBINED_1417
dna 1418/2352 COMBINED_1418
dna 1419/2352 COMBINED_1419
dna 1420/2352 COMBINED_1420
dna 1421/2352 COMBINED_1421
dna 1422/2352 COMBINED_1422
dna 1423/2352 COMBINED_1423
dna 1424/2352 COMBINED_1424
dna 1425/2352 COMBINED_1425
dna 1426/2352 COMBINED_1426
dna 1427/2352 COMBINED_1427
dna 1428/2352 COMBINED_1428
dna 1429/2352 COMBINED_1429
dna 1430/2352 COMBINED_1430
dna 1431/2352 COMBINED_1431
dna 1432/2352 COMBINED_1432
dna 1433/2352 COMBINED_1433
dna 1434/2352 COMBINED_1434
dna 1435/2352 COMBINED_1435
dna 1436/2352 COMBINED_1436
dna 1437/2352 COMBINED_1437
dna 1438/2352 COMBINED_1438
dna 1439/2352 COMBINED_1439
dna 1440/2352 COMBINED_1440
dna 1441/2352 COMBINED_1441
dna 1442/2352 COMBINED_1442
dna 1443/2352 COMBINED_1443
dna 1444/2352 COMBINED_1444
dna 1445/2352 COMBINED_1445
dna 1446/2352 COMBINED_1446
dna 1447/2352 COMBINED_1447
dna 1448/2352 COMBINED_1448
dna 1449/2352 COMBINED_1449
dna 1450/2352 COMBINED_1450
dna 1451/2352 COMBINED_1451
dna 1452/2352 COMBINED_1452
dna 1453/2352 COMBINED_1453
dna 1454/2352 COMBINED_1454
dna 1455/2352 COMBINED_1455
dna 1456/2352 COMBINED_1456
dna 1457/2352 COMBINED_1457
dna 1458/2352 COMBINED_1458
dna 1459/2352 COMBINED_1459
dna 1460/2352 COMBINED_1460
dna 1461/2352 COMBINED_1461
dna 1462/2352 COMBINED_1462
dna 1463/2352 COMBINED_1463
dna 1464/2352 COMBINED_1464
dna 1465/2352 COMBINED_1465
dna 1466/2352 COMBINED_1466
dna 1467/2352 COMBINED_1467
dna 1468/2352 COMBINED_1468
dna 1469/2352 COMBINED_1469
dna 1470/2352 COMBINED_1470
dna 1471/2352 COMBINED_1471
dna 1472/2352 COMBINED_1472
dna 1473/2352 COMBINED_1473
dna 1474/2352 COMBINED_1474
dna 1475/2352 COMBINED_1475
dna 1476/2352 COMBINED_1476
dna 1477/2352 COMBINED_1477
dna 1478/2352 COMBINED_1478
dna 1479/2352 COMBINED_1479
dna 1480/2352 COMBINED_1480
dna 1481/2352 COMBINED_1481
dna 1482/2352 COMBINED_1482
dna 1483/2352 COMBINED_1483
dna 1484/2352 COMBINED_1484
dna 1485/2352 COMBINED_1485
dna 1486/2352 COMBINED_1486
dna 1487/2352 COMBINED_1487
dna 1488/2352 COMBINED_1488
dna 1489/2352 COMBINED_1489
dna 1490/2352 COMBINED_1490
dna 1491/2352 COMBINED_1491
dna 1492/2352 COMBINED_1492
dna 1493/2352 COMBINED_1493
dna 1494/2352 COMBINED_1494
dna 1495/2352 COMBINED_1495
dna 1496/2352 COMBINED_1496
dna 1497/2352 COMBINED_1497
dna 1498/2352 COMBINED_1498
dna 1499/2352 COMBINED_1499
dna 1500/2352 COMBINED_1500
dna 1501/2352 COMBINED_1501
dna 1502/2352 COMBINED_1502
dna 1503/2352 COMBINED_1503
dna 1504/2352 COMBINED_1504
dna 1505/2352 COMBINED_1505
dna 1506/2352 COMBINED_1506
dna 1507/2352 COMBINED_1507
dna 1508/2352 COMBINED_1508
dna 1509/2352 COMBINED_1509
dna 1510/2352 COMBINED_1510
dna 1511/2352 COMBINED_1511
dna 1512/2352 COMBINED_1512
dna 1513/2352 COMBINED_1513
dna 1514/2352 COMBINED_1514
dna 1515/2352 COMBINED_1515
dna 1516/2352 COMBINED_1516
dna 1517/2352 COMBINED_1517
dna 1518/2352 COMBINED_1518
dna 1519/2352 COMBINED_1519
dna 1520/2352 COMBINED_1520
dna 1521/2352 COMBINED_1521
dna 1522/2352 COMBINED_1522
dna 1523/2352 COMBINED_1523
dna 1524/2352 COMBINED_1524
dna 1525/2352 COMBINED_1525
dna 1526/2352 COMBINED_1526
dna 1527/2352 COMBINED_1527
dna 1528/2352 COMBINED_1528
dna 1529/2352 COMBINED_1529
dna 1530/2352 COMBINED_1530
dna 1531/2352 COMBINED_1531
dna 1532/2352 COMBINED_1532
dna 1533/2352 COMBINED_1533
dna 1534/2352 COMBINED_1534
dna 1535/2352 COMBINED_1535
dna 1536/2352 COMBINED_1536
dna 1537/2352 COMBINED_1537
dna 1538/2352 COMBINED_1538
dna 1539/2352 COMBINED_1539
dna 1540/2352 COMBINED_1540
dna 1541/2352 COMBINED_1541
dna 1542/2352 COMBINED_1542
dna 1543/2352 COMBINED_1543
dna 1544/2352 COMBINED_1544
dna 1545/2352 COMBINED_1545
dna 1546/2352 COMBINED_1546
dna 1547/2352 COMBINED_1547
dna 1548/2352 COMBINED_1548
dna 1549/2352 COMBINED_1549
dna 1550/2352 COMBINED_1550
dna 1551/2352 COMBINED_1551
dna 1552/2352 COMBINED_1552
dna 1553/2352 COMBINED_1553
dna 1554/2352 COMBINED_1554
dna 1555/2352 COMBINED_1555
dna 1556/2352 COMBINED_1556
dna 1557/2352 COMBINED_1557
dna 1558/2352 COMBINED_1558
dna 1559/2352 COMBINED_1559
dna 1560/2352 COMBINED_1560
dna 1561/2352 COMBINED_1561
dna 1562/2352 COMBINED_1562
dna 1563/2352 COMBINED_1563
dna 1564/2352 COMBINED_1564
dna 1565/2352 COMBINED_1565
dna 1566/2352 COMBINED_1566
dna 1567/2352 COMBINED_1567
dna 1568/2352 COMBINED_1568
dna 1569/2352 COMBINED_1569
dna 1570/2352 COMBINED_1570
dna 1571/2352 COMBINED_1571
dna 1572/2352 COMBINED_1572
dna 1573/2352 COMBINED_1573
dna 1574/2352 COMBINED_1574
dna 1575/2352 COMBINED_1575
dna 1576/2352 COMBINED_1576
dna 1577/2352 COMBINED_1577
dna 1578/2352 COMBINED_1578
dna 1579/2352 COMBINED_1579
dna 1580/2352 COMBINED_1580
dna 1581/2352 COMBINED_1581
dna 1582/2352 COMBINED_1582
dna 1583/2352 COMBINED_1583
dna 1584/2352 COMBINED_1584
dna 1585/2352 COMBINED_1585
dna 1586/2352 COMBINED_1586
dna 1587/2352 COMBINED_1587
dna 1588/2352 COMBINED_1588
dna 1589/2352 COMBINED_1589
dna 1590/2352 COMBINED_1590
dna 1591/2352 COMBINED_1591
dna 1592/2352 COMBINED_1592
dna 1593/2352 COMBINED_1593
dna 1594/2352 COMBINED_1594
dna 1595/2352 COMBINED_1595
dna 1596/2352 COMBINED_1596
dna 1597/2352 COMBINED_1597
dna 1598/2352 COMBINED_1598
dna 1599/2352 COMBINED_1599
dna 1600/2352 COMBINED_1600
dna 1601/2352 COMBINED_1601
dna 1602/2352 COMBINED_1602
dna 1603/2352 COMBINED_1603
dna 1604/2352 COMBINED_1604
dna 1605/2352 COMBINED_1605
dna 1606/2352 COMBINED_1606
dna 1607/2352 COMBINED_1607
dna 1608/2352 COMBINED_1608
dna 1609/2352 COMBINED_1609
dna 1610/2352 COMBINED_1610
dna 1611/2352 COMBINED_1611
dna 1612/2352 COMBINED_1612
dna 1613/2352 COMBINED_1613
dna 1614/2352 COMBINED_1614
dna 1615/2352 COMBINED_1615
dna 1616/2352 COMBINED_1616
dna 1617/2352 COMBINED_1617
dna 1618/2352 COMBINED_1618
dna 1619/2352 COMBINED_1619
dna 1620/2352 COMBINED_1620
dna 1621/2352 COMBINED_1621
dna 1622/2352 COMBINED_1622
dna 1623/2352 COMBINED_1623
dna 1624/2352 COMBINED_1624
dna 1625/2352 COMBINED_1625
dna 1626/2352 COMBINED_1626
dna 1627/2352 COMBINED_1627
dna 1628/2352 COMBINED_1628
dna 1629/2352 COMBINED_1629
dna 1630/2352 COMBINED_1630
dna 1631/2352 COMBINED_1631
dna 1632/2352 COMBINED_1632
dna 1633/2352 COMBINED_1633
dna 1634/2352 COMBINED_1634
dna 1635/2352 COMBINED_1635
dna 1636/2352 COMBINED_1636
dna 1637/2352 COMBINED_1637
dna 1638/2352 COMBINED_1638
dna 1639/2352 COMBINED_1639
dna 1640/2352 COMBINED_1640
dna 1641/2352 COMBINED_1641
dna 1642/2352 COMBINED_1642
dna 1643/2352 COMBINED_1643
dna 1644/2352 COMBINED_1644
dna 1645/2352 COMBINED_1645
dna 1646/2352 COMBINED_1646
dna 1647/2352 COMBINED_1647
dna 1648/2352 COMBINED_1648
dna 1649/2352 COMBINED_1649
dna 1650/2352 COMBINED_1650
dna 1651/2352 COMBINED_1651
dna 1652/2352 COMBINED_1652
dna 1653/2352 COMBINED_1653
dna 1654/2352 COMBINED_1654
dna 1655/2352 COMBINED_1655
dna 1656/2352 COMBINED_1656
dna 1657/2352 COMBINED_1657
dna 1658/2352 COMBINED_1658
dna 1659/2352 COMBINED_1659
dna 1660/2352 COMBINED_1660
dna 1661/2352 COMBINED_1661
dna 1662/2352 COMBINED_1662
dna 1663/2352 COMBINED_1663
dna 1664/2352 COMBINED_1664
dna 1665/2352 COMBINED_1665
dna 1666/2352 COMBINED_1666
dna 1667/2352 COMBINED_1667
dna 1668/2352 COMBINED_1668
dna 1669/2352 COMBINED_1669
dna 1670/2352 COMBINED_1670
dna 1671/2352 COMBINED_1671
dna 1672/2352 COMBINED_1672
dna 1673/2352 COMBINED_1673
dna 1674/2352 COMBINED_1674
dna 1675/2352 COMBINED_1675
dna 1676/2352 COMBINED_1676
dna 1677/2352 COMBINED_1677
dna 1678/2352 COMBINED_1678
dna 1679/2352 COMBINED_1679
dna 1680/2352 COMBINED_1680
dna 1681/2352 COMBINED_1681
dna 1682/2352 COMBINED_1682
